Date,Open,High,Low,Close,Start Date,End Date,Pattern,Pattern Present
2022-08-23,35.96,35.96,35.4,35.5,-1,-1,0,0
2022-08-24,35.5,35.84,35.22,35.46,-1,-1,0,0
2022-08-25,35.6,35.76,35.22,35.26,-1,-1,0,0
2022-08-26,35.42,35.52,35.3,35.4,-1,-1,0,0
2022-08-29,35.34,35.34,34.54,35.06,-1,-1,0,0
2022-08-30,35.0,35.34,34.38,34.58,-1,-1,0,0
2022-08-31,34.68,34.9,34.4,34.4,-1,-1,0,0
2022-09-01,34.48,34.48,34.1,34.1,-1,-1,0,0
2022-09-02,34.1,34.6,34.04,34.16,-1,-1,0,0
2022-09-05,34.5,35.22,34.24,35.18,-1,-1,0,0
2022-09-06,35.16,35.16,34.16,34.2,-1,-1,0,0
2022-09-07,34.32,34.72,34.16,34.64,-1,-1,0,0
2022-09-08,34.8,35.0,34.24,34.66,-1,-1,0,0
2022-09-09,34.8,35.74,34.8,35.7,-1,-1,0,0
2022-09-12,35.78,35.88,35.3,35.56,-1,-1,0,0
2022-09-13,35.68,35.68,34.72,34.72,-1,-1,0,0
2022-09-14,34.72,34.96,34.5,34.5,-1,-1,0,0
2022-09-15,34.6,34.74,34.36,34.6,-1,-1,0,0
2022-09-16,34.66,34.76,34.1,34.1,-1,-1,0,0
2022-09-19,34.28,34.78,34.2,34.3,-1,-1,0,0
2022-09-20,34.5,34.84,34.1,34.22,-1,-1,0,0
2022-09-21,34.1,34.26,33.9,34.0,-1,-1,0,0
2022-09-22,33.9,34.28,33.84,34.0,-1,-1,0,0
2022-09-23,34.02,34.1,33.5,33.58,-1,-1,0,0
2022-09-26,33.7,33.7,32.3,32.8,-1,-1,0,0
2022-09-27,32.8,33.2,32.6,32.7,-1,-1,0,0
2022-09-28,32.5,32.86,32.0,32.86,-1,-1,0,0
2022-09-29,32.9,33.38,32.5,33.0,-1,-1,0,0
2022-09-30,33.0,33.1,32.18,32.78,-1,-1,0,0
2022-10-03,32.66,32.78,31.54,32.2,-1,-1,0,0
2022-10-04,32.68,33.26,32.6,32.9,-1,-1,0,0
2022-10-05,32.98,33.0,32.4,32.5,-1,-1,0,0
2022-10-06,32.64,32.94,32.56,32.76,-1,-1,0,0
2022-10-07,32.78,33.2,32.62,32.8,-1,-1,0,0
2022-10-10,32.8,33.0,31.88,31.88,-1,-1,0,0
2022-10-11,32.22,32.22,31.32,31.48,-1,-1,0,0
2022-10-12,31.5,32.38,31.42,32.2,-1,-1,0,0
2022-10-13,32.1,32.6,31.72,32.5,-1,-1,0,0
2022-10-14,32.6,32.74,32.0,32.1,-1,-1,0,0
2022-10-17,32.12,32.46,31.74,31.8,-1,-1,0,0
2022-10-18,32.3,32.3,31.92,32.06,-1,-1,0,0
2022-10-19,32.0,32.06,31.5,31.5,-1,-1,0,0
2022-10-20,31.7,31.98,31.26,31.6,-1,-1,0,0
2022-10-21,31.7,31.7,31.16,31.5,-1,-1,0,0
2022-10-24,31.78,31.8,31.42,31.6,-1,-1,0,0
2022-10-25,31.66,32.34,31.6,31.7,-1,-1,0,0
2022-10-26,31.72,32.46,31.7,31.9,-1,-1,0,0
2022-10-27,31.98,32.72,31.96,32.4,-1,-1,0,0
2022-10-28,32.52,32.52,31.92,31.96,-1,-1,0,0
2022-10-31,32.0,32.5,31.96,32.32,-1,-1,0,0
2022-11-02,32.48,33.64,32.48,33.5,-1,-1,0,0
2022-11-03,33.36,33.76,33.14,33.5,-1,-1,0,0
2022-11-04,33.7,34.5,33.6,34.5,-1,-1,0,0
2022-11-07,34.54,35.0,34.1,34.4,-1,-1,0,0
2022-11-08,34.62,35.4,34.5,35.38,-1,-1,0,0
2022-11-09,35.42,35.84,34.96,35.2,-1,-1,0,0
2022-11-10,35.3,36.2,35.14,36.1,-1,-1,0,0
2022-11-14,36.32,36.88,35.8,36.12,-1,-1,0,0
2022-11-15,36.72,36.8,35.42,35.58,-1,-1,0,0
2022-11-16,34.5,35.88,34.5,35.88,-1,-1,0,0
2022-11-17,35.8,35.88,34.32,34.42,-1,-1,0,0
2022-11-18,34.78,34.8,34.12,34.24,-1,-1,0,0
2022-11-21,34.6,34.6,33.68,34.0,-1,-1,0,0
2022-11-22,34.0,34.78,33.9,34.78,-1,-1,0,0
2022-11-23,34.5,34.82,34.2,34.62,-1,-1,0,0
2022-11-24,34.68,35.38,34.62,35.38,-1,-1,0,0
2022-11-25,35.36,35.88,35.0,35.5,-1,-1,0,0
2022-11-28,35.5,35.6,34.72,35.34,-1,-1,0,0
2022-11-29,35.3,35.3,34.9,35.22,-1,-1,0,0
2022-11-30,35.26,35.54,34.94,35.46,-1,-1,0,0
2022-12-01,35.6,36.22,35.4,36.18,-1,-1,0,0
2022-12-02,36.16,36.16,35.4,35.5,-1,-1,0,0
2022-12-05,35.5,35.5,35.18,35.46,-1,-1,0,0
2022-12-06,35.5,35.58,35.18,35.44,-1,-1,0,0
2022-12-07,35.42,36.24,35.32,36.22,-1,-1,0,0
2022-12-08,36.2,36.22,35.62,35.9,-1,-1,0,0
2022-12-09,35.8,35.94,35.26,35.38,-1,-1,0,0
2022-12-12,35.26,35.84,35.0,35.6,-1,-1,0,0
2022-12-13,35.52,36.14,35.34,35.76,-1,-1,0,0
2022-12-14,35.78,35.78,35.42,35.58,-1,-1,0,0
2022-12-15,35.7,35.76,34.9,35.0,-1,-1,0,0
2022-12-16,34.9,35.12,34.24,34.24,-1,-1,0,0
2022-12-19,34.5,35.4,34.44,35.4,-1,-1,0,0
2022-12-20,35.44,35.74,35.3,35.5,-1,-1,0,0
2022-12-21,35.5,35.8,35.5,35.52,-1,-1,0,0
2022-12-22,35.52,36.0,35.4,35.62,-1,-1,0,0
2022-12-23,35.6,35.72,35.06,35.14,-1,-1,0,0
2022-12-27,35.22,35.34,34.4,34.4,-1,-1,0,0
2022-12-28,34.4,34.76,34.22,34.5,-1,-1,0,0
2022-12-29,34.5,35.48,34.5,35.1,-1,-1,0,0
2022-12-30,34.98,35.68,34.9,35.52,-1,-1,0,0
2023-01-02,35.68,36.14,35.42,35.8,-1,-1,0,0
2023-01-03,35.8,36.5,35.62,36.28,-1,-1,0,0
2023-01-04,36.34,36.62,36.2,36.26,-1,-1,0,0
2023-01-05,36.3,37.0,36.06,36.8,-1,-1,0,0
2023-01-09,36.86,37.2,36.64,37.0,-1,-1,0,0
2023-01-10,37.0,37.78,36.9,37.7,-1,-1,0,0
2023-01-11,37.68,37.68,37.02,37.02,-1,-1,0,0
2023-01-12,37.02,37.9,37.02,37.6,-1,-1,0,0
2023-01-13,37.88,37.88,37.0,37.04,-1,-1,0,0
2023-01-16,37.2,37.54,36.84,36.88,-1,-1,0,0
2023-01-17,36.84,37.08,36.5,36.6,-1,-1,0,0
2023-01-18,36.74,36.8,36.2,36.22,-1,-1,0,0
2023-01-19,36.26,36.8,36.18,36.76,-1,-1,0,0
2023-01-20,36.88,36.88,36.54,36.62,-1,-1,0,0
2023-01-23,36.5,37.0,36.5,36.94,-1,-1,0,0
2023-01-24,37.0,37.6,36.82,37.0,-1,-1,0,0
2023-01-25,37.0,37.0,36.52,37.0,-1,-1,0,0
2023-01-26,37.0,37.3,36.58,36.78,-1,-1,0,0
2023-01-27,36.96,36.96,36.58,36.7,-1,-1,0,0
2023-01-30,36.78,36.78,36.28,36.28,-1,-1,0,0
2023-01-31,36.28,37.7,36.24,37.68,-1,-1,0,0
2023-02-01,37.68,37.68,36.8,37.0,-1,-1,0,0
2023-02-02,37.3,37.8,37.04,37.58,-1,-1,0,0
2023-02-03,37.7,39.42,37.42,38.5,-1,-1,0,0
2023-02-06,38.5,38.6,37.3,37.8,-1,-1,0,0
2023-02-07,37.54,37.78,37.2,37.7,-1,-1,0,0
2023-02-08,37.7,38.14,37.6,37.7,-1,-1,0,0
2023-02-09,37.8,38.48,37.72,37.72,-1,-1,0,0
2023-02-10,37.8,37.92,37.18,37.6,-1,-1,0,0
2023-02-13,37.84,37.84,37.5,37.68,-1,-1,0,0
2023-02-14,37.8,38.04,37.2,37.38,-1,-1,0,0
2023-02-15,37.5,37.5,36.82,36.82,-1,-1,0,0
2023-02-16,36.88,37.62,36.88,37.46,-1,-1,0,0
2023-02-17,37.04,37.24,36.9,36.9,-1,-1,0,0
2023-02-20,37.16,37.34,36.8,36.8,-1,-1,0,0
2023-02-21,36.78,36.94,36.68,36.72,-1,-1,0,0
2023-02-22,36.7,36.78,36.3,36.3,-1,-1,0,0
2023-02-23,36.8,37.14,36.6,36.7,-1,-1,0,0
2023-02-24,36.8,37.18,36.72,37.1,-1,-1,0,0
2023-02-27,37.12,37.18,36.82,36.98,-1,-1,0,0
2023-02-28,36.96,37.2,36.8,37.12,-1,-1,0,0
2023-03-01,37.2,37.62,37.16,37.62,-1,-1,0,0
2023-03-02,37.64,37.7,37.14,37.7,-1,-1,0,0
