Date,Open,High,Low,Close,Start Date,End Date,Pattern,Pattern Present
2023-03-27,112.6,118.2,111.8,117.5,44,59,1,1
2023-03-28,118.0,118.3,113.4,114.4,44,59,1,1
2023-03-29,109.9,109.9,92.45,93.0,44,59,1,1
2023-03-30,92.0,97.3,92.0,95.1,44,59,1,1
2023-03-31,96.4,96.95,91.05,92.85,44,59,1,1
2023-04-03,93.25,95.35,89.55,89.9,44,59,1,1
2023-04-04,90.5,94.5,89.0,89.5,44,59,1,1
2023-04-05,89.5,90.4,86.05,86.4,44,59,1,1
2023-04-06,87.3,89.35,86.55,86.8,44,59,1,1
2023-04-11,88.6,89.35,84.05,84.6,44,59,1,1
2023-04-12,85.1,85.8,82.8,83.5,44,59,1,1
2023-04-13,83.7,85.75,82.1,82.35,44,59,1,1
2023-04-14,83.3,84.25,81.55,82.5,44,59,1,1
2023-04-17,83.2,85.8,74.0,83.1,44,59,1,1
2023-04-18,83.25,85.6,81.95,82.25,44,59,1,1
2023-04-19,82.9,82.9,79.5,81.25,44,59,1,1
2023-04-20,81.3,82.85,80.55,80.7,44,59,1,1
2023-04-21,80.65,85.0,79.6,80.65,44,59,1,1
2023-04-24,82.75,84.5,81.2,82.0,44,59,1,1
2023-04-25,82.0,83.85,80.85,83.5,44,59,1,1
2023-04-26,83.85,85.4,83.1,83.6,44,59,1,1
2023-04-27,83.6,88.25,80.7,82.1,44,59,1,1
2023-04-28,82.85,83.45,81.15,81.95,44,59,1,1
2023-05-02,82.45,83.6,82.05,82.9,44,59,1,1
2023-05-04,82.95,83.15,81.2,82.8,44,59,1,1
2023-05-05,82.6,85.5,81.9,85.35,44,59,1,1
2023-05-08,85.55,87.4,85.0,86.0,44,59,1,1
2023-05-09,85.45,85.95,82.05,82.2,44,59,1,1
2023-05-10,83.0,84.7,82.05,83.1,44,59,1,1
2023-05-11,83.0,86.3,82.6,86.0,44,59,1,1
2023-05-12,86.75,86.75,83.75,83.75,44,59,1,1
2023-05-15,84.2,85.85,84.0,84.0,44,59,1,1
2023-05-16,84.0,85.1,81.6,81.65,44,59,1,1
2023-05-17,81.8,83.0,81.2,81.65,44,59,1,1
2023-05-18,82.9,83.2,81.45,81.75,44,59,1,1
2023-05-19,82.1,84.2,82.0,83.85,44,59,1,1
2023-05-22,84.0,84.05,82.25,82.5,44,59,1,1
2023-05-23,79.5,80.6,76.5,79.0,44,59,1,1
2023-05-24,79.5,83.1,79.0,82.0,44,59,1,1
2023-05-25,83.1,83.5,81.0,82.0,44,59,1,1
2023-05-26,83.0,83.5,82.5,82.85,44,59,1,1
2023-05-29,83.5,84.35,83.1,84.0,44,59,1,1
2023-05-30,84.0,84.1,82.15,82.15,44,59,1,1
2023-05-31,83.0,83.0,81.2,82.0,44,59,1,1
2023-06-01,81.9,82.65,81.5,81.9,44,59,1,1
2023-06-02,83.8,84.3,81.55,81.65,44,59,1,1
2023-06-05,82.0,82.95,80.6,81.6,44,59,1,1
2023-06-06,82.0,82.25,81.1,82.0,44,59,1,1
2023-06-07,82.0,82.7,80.3,80.5,44,59,1,1
2023-06-09,81.3,81.7,80.5,81.0,44,59,1,1
2023-06-12,81.9,83.3,81.05,82.0,44,59,1,1
2023-06-13,82.0,82.55,80.4,80.5,44,59,1,1
